old_config_path,new_config_path,source_file,source_line,reference_type,historical_reference,requires_update,updated,remaining_reference_allowed,notes
configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,configs/benchmarks/ablations/stability/pipelines/multidag_cl/context_w5_tav_stable_candidate.yaml,configs/benchmarks/ablations/analysis/multidag_cl/loss_stability_w5_compare.yaml,9,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,configs/benchmarks/ablations/stability/pipelines/multidag_cl/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,configs/benchmarks/ablations/analysis/multidag_cl/loss_stability_w5_compare.yaml,12,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,configs/benchmarks/ablations/stability/pipelines/multidag_cl/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,configs/benchmarks/ablations/analysis/multidag_cl/loss_stability_w5_compare.yaml,15,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_cosine.yaml,configs/benchmarks/ablations/stability/pipelines/multidag_cl/context_w5_tav_stable_lr3e4_cosine.yaml,configs/benchmarks/ablations/analysis/multidag_cl/loss_stability_w5_compare.yaml,18,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,configs/benchmarks/ablations/stability/pipelines/multidag_cl/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,configs/benchmarks/ablations/analysis/multidag_cl/loss_stability_w5_compare.yaml,21,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,configs/benchmarks/ablations/stability/pipelines/multidag_cl/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,configs/benchmarks/ablations/analysis/multidag_cl/loss_stability_w5_compare.yaml,24,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses01.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,49,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses02.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,62,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses03.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,75,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses04.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,88,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/clean_roberta_v1/val_ses01.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses01.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,101,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/clean_roberta_v1/val_ses02.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses02.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,114,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/clean_roberta_v1/val_ses03.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses03.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,127,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/clean_roberta_v1/val_ses04.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses04.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,140,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/causal_benchmark/val_ses01.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/legacy_mmgcn_features/val_ses01.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses01.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/legacy_mmgcn_features/val_ses02.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses02.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/legacy_mmgcn_features/val_ses03.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses03.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/legacy_mmgcn_features/val_ses04.yaml,configs/benchmarks/causal_unified/pipelines/mmgcn/clean_roberta_features/val_ses04.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/multi_run_training_curves.yaml,configs/benchmarks/paper/analysis/multi_run_curves.yaml,configs/benchmarks/ablations/missing_modality/pipelines/mmgcn/legacy_mmgcn_features/mmgcn_pipeline.yaml,24,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/multi_run_final_analysis.yaml,configs/benchmarks/paper/analysis/multi_run_metrics.yaml,configs/benchmarks/ablations/missing_modality/pipelines/mmgcn/legacy_mmgcn_features/mmgcn_pipeline.yaml,27,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/multi_run_training_curves.yaml,configs/benchmarks/paper/analysis/multi_run_curves.yaml,configs/benchmarks/paper/pipelines/mmgcn_pipeline_analyze.yaml,31,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/multi_run_final_analysis.yaml,configs/benchmarks/paper/analysis/multi_run_metrics.yaml,configs/benchmarks/paper/pipelines/mmgcn_pipeline_analyze.yaml,35,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/multi_run_training_curves.yaml,configs/benchmarks/paper/analysis/multi_run_curves.yaml,configs/benchmarks/ablations/missing_modality/pipelines/mmgcn/m3ed_features/mmgcn_pipeline_m3ed.yaml,24,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/multi_run_final_analysis.yaml,configs/benchmarks/paper/analysis/multi_run_metrics.yaml,configs/benchmarks/ablations/missing_modality/pipelines/mmgcn/m3ed_features/mmgcn_pipeline_m3ed.yaml,27,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/legacy_mmgcn_features/val_ses01.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses01.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/legacy_mmgcn_features/val_ses02.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses02.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/legacy_mmgcn_features/val_ses03.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses03.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/legacy_mmgcn_features/val_ses04.yaml,configs/benchmarks/causal_unified/pipelines/multidag_cl/clean_roberta_features/val_ses04.yaml,69,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 7 canonical path.
configs/analysis/causal_benchmark_8run_review.yaml,configs/benchmarks/causal_unified/analysis/eight_run_review.yaml,docs/baselines/causal_benchmark_review_tool_notes.md,5,historical_doc,YES,NO,NO,YES,Frozen historical Phase 4A reference retained unchanged.
configs/analysis/causal_benchmark_8run_review.yaml,configs/benchmarks/causal_unified/analysis/eight_run_review.yaml,docs/baselines/causal_benchmark_review_tool_notes.md,15,historical_doc,YES,NO,NO,YES,Frozen historical Phase 4A reference retained unchanged.
