old_config_path,new_config_path,source_file,source_line,reference_type,historical_reference,requires_update,updated,remaining_reference_allowed,notes
configs/baselines/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,configs/analysis/four_model_causal_audit.yaml,5,yaml_reference,NO,YES,YES,NO,Active YAML/test consumer corrected by the Batch 3 rescan; Phase 4A historical classification was stale.
configs/baselines/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,configs/benchmarks/causal_unified/analysis/four_model_audit_synthetic.yaml,5,yaml_reference,NO,YES,YES,NO,Active YAML/test consumer corrected by the Batch 3 rescan; Phase 4A historical classification was stale.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,66,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,66,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,66,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,66,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses01.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,102,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses02.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,115,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses03.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,128,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses04.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,141,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/experiments/original_merc/screening/multidag_cl_legacy.yaml,configs/multidag_cl/paper_aligned/iemocap/full_context/legacy_mmgcn_features/screening.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,33,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/experiments/original_merc/clean_screening/multidag_cl_clean.yaml,configs/multidag_cl/paper_aligned/iemocap/full_context/clean_roberta_features/multidag_cl_clean.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,38,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/experiments/original_merc/legacy_fold_bases/multidag_cl_legacy.yaml,configs/multidag_cl/paper_aligned/iemocap/full_context/legacy_mmgcn_features/fivefold_base.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,43,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/experiments/original_merc/clean_fold_bases/multidag_cl_clean.yaml,configs/multidag_cl/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,48,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/experiments/original_merc/clean_fold_bases/multidag_cl_clean.yaml,configs/multidag_cl/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,68,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,configs/pipeline/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,23,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,23,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,23,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,23,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,configs/pipeline/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,23,yaml_reference,NO,YES,YES,NO,Active reference updated to the exact Batch 3 canonical path.
