old_config_path,new_config_path,source_file,source_line,reference_type,historical_reference,requires_update,updated,remaining_reference_allowed,notes
configs/baselines/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav.yaml,configs/pipeline/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/context_w0_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav.yaml,configs/pipeline/multidag_cl/iemocap/formal/context_w0_tav.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/context_w1_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w1_tav.yaml,configs/pipeline/multidag_cl/iemocap/formal/context_w1_tav.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/context_w3_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav.yaml,configs/pipeline/multidag_cl/iemocap/formal/context_w3_tav.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/context_w5_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav.yaml,configs/pipeline/multidag_cl/iemocap/formal/context_w5_tav.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_a.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_a.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_a.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_av.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_av.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_av.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_t.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_t.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_t.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_ta.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_ta.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_ta.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tav.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tav.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tv.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tv.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_v.yaml,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_v.yaml,18,yaml_reference,NO,YES,YES,NO,Active Batch 6 reference updated to the exact planned canonical path.
